CLIENT_ID,BANKING_CHANNEL_NAME,INTERACTION_DATE,INTERACTION_TYPE,INTERACTION_ID,ROW_INSERT_DATE
563085185115157,Call center,2019-12-18,IVR Options,ODCK8285,2019-12-22
114717275647922,Financial Advisor,2024-04-25,Financial Advice,RIM1Y65R,2024-04-27
109891937630845,Financial Advisor,2025-08-04,Financial Advice,Z2OMTZJK,2025-08-07
450685582146032,Branch,2024-03-21,Withdraw,7RM6J8Y6,2024-03-24
707441172261855,ATM,2020-09-18,Withdraw,5HHIWFD7,2020-09-23
450685582146032,Financial Advisor,2018-01-28,Financial Advice,1TBRWR96,2018-01-30
866044393174181,ATM,2021-02-21,Deposit,O1ESP7BM,2021-02-26
72526651937588,ATM,2019-05-09,Deposit,ZQYAHULW,2019-05-11
934825933589313,Branch,2021-01-08,Withdraw,QWNRHZN4,2021-01-10
628072475816388,ATM,2019-06-22,Deposit,9Y3Z2T4H,2019-06-27
141542222941829,Financial Advisor,2019-12-25,Financial Advice,PE6WTLRJ,2019-12-29
860620340656739,Financial Advisor,2025-09-29,Financial Advice,FHJ4D0JM,2025-10-03
987123297556082,Branch,2018-03-23,Deposit,OMYVUXT9,2018-03-25
770606327769161,Branch,2023-06-20,Deposit,1QCWQ85X,2023-06-22
521456248803055,Financial Advisor,2018-11-21,Financial Advice,FILKJXJQ,2018-11-23
707441172261855,Financial Advisor,2019-11-17,Financial Advice,GA0X7ZCG,2019-11-17
909743201498022,Call center,2024-02-25,IVR Options,B1S9DWD7,2024-02-28
940127394285359,ATM,2021-03-09,Withdraw,PESGBM65,2021-03-12
605576281624317,Branch,2022-12-28,Deposit,E8TVQ05P,2023-01-02
607834045342331,Branch,2023-05-27,Deposit,T2PNJKA3,2023-05-28
770606327769161,Branch,2024-01-01,Deposit,A78RAPKI,2024-01-01
639588377270244,Branch,2022-08-14,Withdraw,5PIZX3HC,2022-08-19
257592776301977,Branch,2025-04-10,Withdraw,03O4GKWW,2025-04-12
556650697416872,Financial Advisor,2021-08-06,Financial Advice,ABTGDJZ0,2021-08-07
109891937630845,ATM,2023-07-15,Withdraw,HP2RNZBC,2023-07-16
860620340656739,Branch,2018-10-20,Deposit,TG6JNA9Z,2018-10-23
72526651937588,Financial Advisor,2018-05-18,Financial Advice,H0DXHO87,2018-05-19
607834045342331,Call center,2023-11-04,IVR Options,ERKMBY9I,2023-11-07
236885424739667,Call center,2021-02-04,Transaction,VOI8UYYF,2021-02-04
257592776301977,ATM,2019-01-10,Deposit,YM81CMFT,2019-01-10
141542222941829,Financial Advisor,2021-07-21,Financial Advice,9212PGYM,2021-07-22
114717275647922,Call center,2025-12-04,IVR Options,PKZGGM0J,2025-12-08
987123297556082,ATM,2023-12-16,Withdraw,FKJNAWNG,2023-12-16
299225962793859,Branch,2020-09-05,Deposit,LC83GY1F,2020-09-07
236885424739667,Financial Advisor,2019-03-29,Financial Advice,DXB7GBDG,2019-03-29
563085185115157,Financial Advisor,2023-11-24,Financial Advice,WVBHZA7X,2023-11-24
628072475816388,Call center,2024-04-04,IVR Options,0632CWT0,2024-04-06
109891937630845,ATM,2019-02-02,Deposit,DINGXU8U,2019-02-06
521456248803055,Call center,2024-06-19,IVR Options,MQX5GGOM,2024-06-20
639588377270244,Financial Advisor,2021-07-14,Financial Advice,T94OW3LI,2021-07-18
217498896198079,Financial Advisor,2020-11-06,Financial Advice,MQ8ABKAE,2020-11-08
384087128114449,Branch,2020-05-29,Withdraw,4A3YJTU7,2020-05-30
909743201498022,Call center,2021-12-27,IVR Options,FJ6IJKUU,2021-12-28
707441172261855,Call center,2021-08-22,Report Fraud,2G3YU6VK,2021-08-27
527979585658777,Financial Advisor,2018-08-18,Financial Advice,7M5P7E10,2018-08-22
987123297556082,Call center,2025-02-02,IVR Options,NKBTFSHB,2025-02-07
193683550044131,Financial Advisor,2024-06-14,Financial Advice,SHKOECUB,2024-06-17
114717275647922,Call center,2023-08-18,IVR Options,PZ1RHOUU,2023-08-23
356171483220814,ATM,2018-10-21,Withdraw,JPYUEONG,2018-10-23
299225962793859,Call center,2019-11-25,IVR Options,9W9PFB3H,2019-11-27
141542222941829,Call center,2018-08-12,Transaction,IWF3KM2K,2018-08-15
384087128114449,Branch,2024-01-13,Withdraw,HT1TW9ZY,2024-01-16
563085185115157,Call center,2019-11-29,IVR Options,CHZJQ8CX,2019-12-04
605576281624317,Branch,2018-03-20,Withdraw,K5N9SZ6R,2018-03-24
639588377270244,Call center,2020-03-25,Transaction,SQ7AITMO,2020-03-26
384087128114449,Branch,2021-12-26,Deposit,WI9S3W56,2021-12-26
639588377270244,Branch,2019-09-14,Withdraw,MOE0SY5Y,2019-09-17
257592776301977,ATM,2021-07-03,Deposit,6LTHET25,2021-07-05
556650697416872,ATM,2019-08-18,Deposit,XUFCTZG4,2019-08-19
707441172261855,Call center,2022-08-23,IVR Options,8K03W0FG,2022-08-24
934825933589313,Call center,2024-12-02,IVR Options,JUIIYMYR,2024-12-06
605576281624317,Financial Advisor,2020-01-24,Financial Advice,4REGB1AJ,2020-01-27
257592776301977,ATM,2018-09-28,Withdraw,G8PWY55P,2018-09-28
299225962793859,Financial Advisor,2022-06-03,Financial Advice,W0VS52SQ,2022-06-03
331450967899881,ATM,2024-01-13,Deposit,O0USWBKO,2024-01-15
72526651937588,Branch,2019-11-13,Deposit,PWBSF3Q0,2019-11-13
934825933589313,ATM,2022-08-21,Deposit,LAQ665DL,2022-08-26
987123297556082,ATM,2019-01-09,Withdraw,EQNSN2S8,2019-01-12
639588377270244,Financial Advisor,2019-12-01,Financial Advice,6UXF5GZP,2019-12-03
707441172261855,Financial Advisor,2025-01-09,Financial Advice,G68A1ARR,2025-01-09
299225962793859,Financial Advisor,2020-06-07,Financial Advice,VROCVITW,2020-06-11
766930157140880,ATM,2020-01-28,Withdraw,FXB4Y4K7,2020-01-28
909743201498022,Financial Advisor,2019-10-23,Financial Advice,YVYV2GQU,2019-10-23
109891937630845,Branch,2022-02-18,Deposit,6314CQE4,2022-02-20
356171483220814,Financial Advisor,2020-05-09,Financial Advice,ZWD0W9RY,2020-05-14
940127394285359,Financial Advisor,2021-07-20,Financial Advice,JUW7WR0R,2021-07-21
331450967899881,ATM,2020-03-03,Withdraw,AAWE429O,2020-03-05
770606327769161,ATM,2025-03-08,Withdraw,HK2LSLAY,2025-03-10
193683550044131,Call center,2020-03-05,Transaction,LMY62XRW,2020-03-09
331450967899881,Branch,2022-08-23,Deposit,7CSUYTAU,2022-08-25
527979585658777,Branch,2019-09-04,Withdraw,KB9W4UOV,2019-09-06
556650697416872,Branch,2021-01-17,Withdraw,ORIQ8HKE,2021-01-17
72526651937588,ATM,2022-12-23,Withdraw,S26FMR5L,2022-12-25
141542222941829,Call center,2025-08-03,IVR Options,9HBN5ELB,2025-08-07
605576281624317,Call center,2023-03-28,IVR Options,6D10A1WH,2023-03-29
217498896198079,Branch,2023-12-21,Withdraw,LPEFJAWS,2023-12-22
639588377270244,Branch,2021-07-28,Deposit,J72UGL6T,2021-07-28
141542222941829,Call center,2025-07-29,IVR Options,BNDOZ6WY,2025-08-01
299225962793859,Branch,2021-09-23,Withdraw,3ZYT91QE,2021-09-28
628072475816388,Call center,2021-06-25,IVR Options,YZQII4W6,2021-06-28
934825933589313,Branch,2023-01-31,Deposit,RCER4KMU,2023-02-04
909743201498022,Financial Advisor,2021-08-27,Financial Advice,UCKQVIIF,2021-08-30
193683550044131,Call center,2020-05-02,IVR Options,3V2P2TIX,2020-05-02
707441172261855,Financial Advisor,2024-08-22,Financial Advice,VLDQLOVY,2024-08-26
72526651937588,Financial Advisor,2023-07-18,Financial Advice,XCHFU131,2023-07-23
141542222941829,Financial Advisor,2021-04-08,Financial Advice,OUHYLU6K,2021-04-11
556650697416872,Branch,2024-07-14,Withdraw,A9OEKNTB,2024-07-19
639588377270244,Branch,2021-03-01,Withdraw,5IZOLNNT,2021-03-06
934825933589313,Financial Advisor,2020-02-10,Financial Advice,T4MPK5EA,2020-02-15
384087128114449,ATM,2025-05-18,Deposit,P9DXOQ2V,2025-05-21
299225962793859,ATM,2023-09-18,Deposit,P3NIPAR0,2023-09-23
356171483220814,Branch,2024-02-16,Deposit,UBBRNU8C,2024-02-21
707441172261855,Branch,2023-10-19,Deposit,C6DR08CW,2023-10-23
940127394285359,Call center,2024-01-01,IVR Options,2QSQ0P82,2024-01-03
934825933589313,Call center,2024-09-13,IVR Options,00UCRGB9,2024-09-18
299225962793859,Call center,2023-06-09,IVR Options,CS4KEK4A,2023-06-09
299225962793859,ATM,2019-09-12,Deposit,XNG2IGSB,2019-09-12
141542222941829,ATM,2022-08-19,Deposit,1IPWH0MX,2022-08-19
860620340656739,ATM,2022-06-22,Deposit,RR87IYOJ,2022-06-26
605576281624317,Financial Advisor,2021-03-28,Financial Advice,7QY8YB7W,2021-03-31
299225962793859,Branch,2021-01-12,Deposit,JDXO100V,2021-01-13
356171483220814,Branch,2021-07-07,Withdraw,TY3ADDQH,2021-07-09
114717275647922,ATM,2018-04-08,Withdraw,WCV6HVE8,2018-04-08
605576281624317,ATM,2025-05-12,Deposit,1X2GDGKX,2025-05-12
607834045342331,Financial Advisor,2022-10-15,Financial Advice,YY1J2JCN,2022-10-15
114717275647922,Branch,2022-12-10,Withdraw,C9HOXDTP,2022-12-14
607834045342331,Call center,2026-01-09,IVR Options,JBC01ARX,2026-01-09
987123297556082,Call center,2022-05-19,IVR Options,JZ6US7RP,2022-05-24
72526651937588,Call center,2020-07-14,IVR Options,A83RU7MY,2020-07-17
860620340656739,Call center,2023-12-30,IVR Options,4M41KHT8,2024-01-04
217498896198079,Branch,2019-03-14,Deposit,WMDW0FGZ,2019-03-18
257592776301977,Financial Advisor,2018-09-16,Financial Advice,2XR838AM,2018-09-18
527979585658777,Call center,2019-04-30,IVR Options,HXS75T0I,2019-04-30
860620340656739,ATM,2025-05-02,Deposit,A6WIXAW6,2025-05-02
628072475816388,ATM,2018-09-19,Deposit,3DR2H2P3,2018-09-24
450685582146032,Financial Advisor,2019-05-10,Financial Advice,9UE421VM,2019-05-10
114717275647922,ATM,2019-11-20,Deposit,ZTP7BD4W,2019-11-21
384087128114449,Financial Advisor,2018-01-27,Financial Advice,A7ZVKY2R,2018-01-28
217498896198079,ATM,2023-11-13,Withdraw,QIGYVZWD,2023-11-15
770606327769161,Financial Advisor,2024-04-03,Financial Advice,IETDN1TH,2024-04-08
450685582146032,ATM,2018-08-06,Withdraw,G2Y8RGYB,2018-08-11
770606327769161,Branch,2022-11-16,Withdraw,JW6QDBTF,2022-11-16
866044393174181,Call center,2020-08-21,Transaction,ZVLHYL2L,2020-08-21
257592776301977,Financial Advisor,2022-03-19,Financial Advice,6CVBPHVG,2022-03-21
141542222941829,Financial Advisor,2025-02-01,Financial Advice,MJMBUKDQ,2025-02-04
934825933589313,Branch,2021-04-23,Withdraw,V2WWG84D,2021-04-27
866044393174181,ATM,2023-04-24,Deposit,4K00ILU6,2023-04-28
141542222941829,Call center,2018-07-01,IVR Options,BQ1BTR23,2018-07-04
866044393174181,ATM,2024-04-06,Withdraw,1YOHMI9A,2024-04-11
940127394285359,ATM,2024-05-25,Deposit,0AQ15O2N,2024-05-28
556650697416872,Call center,2018-10-17,IVR Options,NYTK1ZWU,2018-10-18
527979585658777,Call center,2021-10-07,IVR Options,0B8Y5DNW,2021-10-09
770606327769161,ATM,2025-11-27,Deposit,CZH9IER7,2025-12-01
605576281624317,ATM,2021-08-05,Withdraw,MJYJCMRS,2021-08-05
866044393174181,Branch,2024-12-18,Deposit,NYY95G5D,2024-12-21
331450967899881,ATM,2018-11-12,Withdraw,DJZR5SWK,2018-11-17
639588377270244,ATM,2021-11-21,Deposit,P0AGA24S,2021-11-23
521456248803055,Branch,2023-06-15,Deposit,VZ4QKE2G,2023-06-17
257592776301977,Financial Advisor,2021-03-26,Financial Advice,1BMQF7ZK,2021-03-27
